hospital_id,hospital_name,state,district,city,latitude,longitude,ownership_type,hospital_level,total_beds,icu_beds,ventilators,cardiac_unit,trauma_unit,burn_unit,current_icu_load_percent,emergency_load_score,last_updated
2901,Raju Hospitals,Tamil Nadu,Chennai,Chennai,13.0329888,80.230346,Private,Tertiary,574,129,94,No,No,No,33,0.72,2025-12-16
2902,Sri Kalyan Hospital,Tamil Nadu,Chennai,Chennai,13.0063976,80.2507134,Government,Tertiary,415,99,67,No,No,No,62,0.38,2025-12-16
2903,Sen Hospital,Tamil Nadu,Chennai,Chennai,13.1105649,80.2418775,Private,Secondary,282,32,24,No,Yes,No,74,0.88,2025-12-16
2904,Billroth Hospitals,Tamil Nadu,Chennai,Chennai,13.0757435,80.2272588,Government,Tertiary,1020,183,148,Yes,Yes,No,40,0.31,2025-12-16
2905,Cauvery Trust Hospital,Tamil Nadu,Chennai,Chennai,13.1026603,80.2112943,Trust,Secondary,340,30,23,Yes,No,No,74,0.12,2025-12-16
2906,Kedar Hospital,Tamil Nadu,Chennai,Chennai,13.0229098,80.1670808,Private,Primary,48,1,0,Yes,No,Yes,85,0.39,2025-12-16
2907,Soundarapandian Bone and Joint Hospital Research Institute Pvt. Ltd.,Tamil Nadu,Chennai,Chennai,13.0835957,80.2156462,Private,Secondary,394,33,25,Yes,No,No,81,0.99,2025-12-16
2908,Dr. U. Mohan Rau Memorial Hospital - Chennai,Tamil Nadu,Chennai,Chennai,13.079494,80.2572808,Trust,Tertiary,415,67,54,No,No,Yes,94,0.13,2025-12-16
2909,Chennai Cancer Care,Tamil Nadu,Chennai,Chennai,13.0762935,80.234026,Private,Primary,63,2,1,Yes,Yes,No,54,0.38,2025-12-16
2910,Chennai Eye Care Hospital,Tamil Nadu,Chennai,Chennai,12.9789449,80.2246302,Private,Secondary,256,23,18,No,No,Yes,30,0.39,2025-12-16
2911,Chennai Heart Centre,Tamil Nadu,Chennai,Chennai,13.0917939,80.2410534,Trust,Secondary,303,24,15,Yes,No,No,77,0.75,2025-12-16
2912,Chennai Kaliappa Hospital,Tamil Nadu,Chennai,Chennai,13.0268492,80.2558082,Government,Secondary,328,32,22,No,No,Yes,57,0.91,2025-12-16
2913,Mots Hospital,Tamil Nadu,Chennai,Chennai,13.0833606,80.2341561,Trust,Primary,65,3,2,No,Yes,No,51,0.55,2025-12-16
2914,Vasanthi Orthopaedic Hospital,Tamil Nadu,Chennai,Chennai,13.0723588,80.2157642,Private,Primary,65,3,2,No,No,No,62,0.73,2025-12-16
2915,R.K. Gynaec And Maternity Hospital,Tamil Nadu,Chennai,Chennai,13.0788127,80.2481786,Government,Secondary,324,29,17,No,No,Yes,58,0.37,2025-12-16
2916,R.G. Stone Urological Research Institute,Tamil Nadu,Chennai,Chennai,13.0240792,80.2278288,Trust,Tertiary,778,189,158,Yes,No,No,60,0.24,2025-12-16
2917,R. K. Eye Centre,Tamil Nadu,Chennai,Chennai,13.0485912,80.2311788,Trust,Tertiary,414,98,65,Yes,No,Yes,87,0.4,2025-12-16
2918,Psymed Hospiyal,Tamil Nadu,Chennai,Chennai,13.0714757,80.2317998,Private,Tertiary,584,94,79,Yes,Yes,No,59,0.76,2025-12-16
2919,"Vasanthram Hospital (P) Ltd.,",Tamil Nadu,Chennai,Chennai,13.0433091,80.2187696,Private,Primary,94,4,2,Yes,No,No,89,0.15,2025-12-16
2920,Vadapalani Multispeciality Hospital,Tamil Nadu,Chennai,Chennai,13.0516559,80.2133146,Trust,Tertiary,1056,167,106,No,No,Yes,74,0.33,2025-12-16
2921,Sri Ramachandra Hospital,Tamil Nadu,Chennai,Chennai,13.0378713,80.1402023,Private,Primary,79,3,2,Yes,No,Yes,50,0.81,2025-12-16
2922,"M N Eye Hospital Private Limited, Tondiarpet",Tamil Nadu,Chennai,Chennai,13.1232306,80.2876528,Private,Secondary,324,26,16,No,Yes,Yes,45,0.15,2025-12-16
2923,Doctor Rexs Hospitals,Tamil Nadu,Chennai,Chennai,13.0838812,80.2502386,Private,Primary,99,3,2,Yes,Yes,No,45,0.95,2025-12-16
2924,Helios Hospital Pvt Ltd,Tamil Nadu,Chennai,Chennai,12.9855882,80.2189144,Private,Secondary,232,21,15,Yes,No,Yes,93,0.78,2025-12-16
2925,Deepam Muthu Hospital,Tamil Nadu,Chennai,Chennai,13.0995855,80.2605303,Private,Primary,43,1,0,No,Yes,Yes,61,0.2,2025-12-16
2926,Malligai Hospital,Tamil Nadu,Chennai,Chennai,13.1238765,80.2899749,Private,Tertiary,884,155,111,Yes,No,Yes,81,0.75,2025-12-16
2927,Huma Specialists Hospital and Research Centre Pvt Ltd,Tamil Nadu,Chennai,Chennai,13.0282655,80.235353,Government,Tertiary,610,102,77,No,Yes,No,38,0.95,2025-12-16
2928,Divya Hospital,Tamil Nadu,Chennai,Chennai,12.9644392,80.187601,Government,Secondary,232,27,17,No,No,No,47,0.69,2025-12-16
2929,Noor`S Hospital,Tamil Nadu,Chennai,Chennai,13.1418442,80.2485046,Private,Tertiary,803,159,122,Yes,No,Yes,82,0.64,2025-12-16
2930,"Vasan Eye Care Hospital, Perambur",Tamil Nadu,Chennai,Chennai,13.1177888,80.2287099,Trust,Tertiary,430,101,61,Yes,No,Yes,93,0.88,2025-12-16
2931,Sri Sai Krs Hospital,Tamil Nadu,Chennai,Chennai,13.0379843,80.2163241,Trust,Tertiary,638,123,84,Yes,Yes,No,44,0.48,2025-12-16
2932,"Gowri Nursing Home, Kanchipuram",Tamil Nadu,Chennai,Chennai,12.9779713,80.1883923,Government,Primary,89,3,1,No,No,No,49,0.53,2025-12-16
2933,Satish Eye Hospital,Tamil Nadu,Chennai,Chennai,13.0813959,80.2469972,Trust,Primary,96,2,1,No,No,Yes,68,0.65,2025-12-16
2934,"A.K. Hospital, Chennai",Tamil Nadu,Chennai,Chennai,13.0741442,80.220515,Private,Secondary,360,31,22,No,No,Yes,62,0.29,2025-12-16
2935,Ammayi Eye Hospital,Tamil Nadu,Chennai,Chennai,13.0331935,80.2159045,Trust,Secondary,305,33,26,No,Yes,Yes,90,0.36,2025-12-16
2936,K.M. Speciality Hospital,Tamil Nadu,Chennai,Chennai,13.0379671,80.2013517,Trust,Secondary,171,15,12,Yes,Yes,No,94,0.78,2025-12-16
2937,Subha Hospital,Tamil Nadu,Chennai,Chennai,13.1113868,80.2923493,Trust,Tertiary,695,152,102,Yes,Yes,Yes,60,0.81,2025-12-16
2938,Radhatri Nethralaya,Tamil Nadu,Chennai,Chennai,13.0339283,80.2394965,Trust,Secondary,222,25,15,Yes,No,No,47,0.21,2025-12-16
2939,"S M Hospital, Chennai",Tamil Nadu,Chennai,Chennai,13.0400969,80.2044211,Trust,Secondary,193,20,15,Yes,No,Yes,47,0.7,2025-12-16
2940,Cu Shah Sankara Netralaya,Tamil Nadu,Chennai,Chennai,13.0012687,80.2001283,Trust,Tertiary,1109,185,152,No,Yes,No,50,0.66,2025-12-16
2941,Aashiana Hospital,Tamil Nadu,Chennai,Chennai,13.0924039,80.2090184,Private,Primary,74,3,2,Yes,No,Yes,53,0.23,2025-12-16
2942,"Ayesha Hospital, Kilpauk",Tamil Nadu,Chennai,Chennai,13.0847009,80.2498054,Trust,Primary,66,1,0,No,No,Yes,58,0.58,2025-12-16
2943,Frontline Eye Hospital,Tamil Nadu,Chennai,Chennai,13.0323531,80.2517212,Trust,Primary,83,3,2,Yes,Yes,Yes,39,0.51,2025-12-16
2944,Fousiya Hospital,Tamil Nadu,Chennai,Chennai,13.0477722,80.2744473,Government,Secondary,111,9,6,Yes,No,No,39,0.49,2025-12-16
2945,Hande Hospital,Tamil Nadu,Chennai,Chennai,13.0764653,80.2274586,Government,Secondary,177,15,9,Yes,No,Yes,93,0.5,2025-12-16
2946,Dr Gurusekaran Hospital Pvt Ltd,Tamil Nadu,Chennai,Chennai,13.0374924,80.2381137,Government,Secondary,375,38,24,No,Yes,No,31,0.11,2025-12-16
2947,G. R. Hospital & Fertility Centre,Tamil Nadu,Chennai,Chennai,12.9952982,80.2068955,Private,Secondary,169,16,9,Yes,Yes,No,93,0.52,2025-12-16
2948,G K M Hospital Pvt Ltd,Tamil Nadu,Chennai,Chennai,13.0899919,80.2585199,Private,Secondary,269,22,17,No,No,No,66,0.59,2025-12-16
2949,Starlight Hospitals Pvt Ltd,Tamil Nadu,Chennai,Chennai,12.9864526,80.2601581,Trust,Tertiary,484,87,66,Yes,No,Yes,56,0.44,2025-12-16
2950,Kaliappa Renal Center,Tamil Nadu,Chennai,Chennai,13.0274616,80.2566481,Private,Tertiary,737,152,103,Yes,Yes,Yes,76,0.57,2025-12-16
2951,K P Childrens Hospital And Neuro Centre,Tamil Nadu,Chennai,Chennai,12.9911179,80.1986745,Trust,Primary,67,2,1,Yes,No,No,32,0.58,2025-12-16
2952,Ayur Kshetra ( A Unit Of Institute Of Ayurvedic Research Pvt Ltd),Tamil Nadu,Chennai,Chennai,13.0760812,80.2107431,Private,Secondary,157,17,14,Yes,Yes,Yes,58,0.15,2025-12-16
2953,Krishna Eye And Ent Hospitals,Tamil Nadu,Chennai,Chennai,13.0343985,80.2339764,Government,Primary,61,1,0,No,Yes,Yes,33,0.41,2025-12-16
2954,Vishnu Eye Clinic and Laser Foundation,Tamil Nadu,Chennai,Chennai,13.0842894,80.2230605,Private,Tertiary,864,209,143,Yes,Yes,No,89,0.7,2025-12-16
2955,"Santhigiri Ayurveda and Siddha Hospital, Chennai",Tamil Nadu,Chennai,Chennai,13.0476871,80.2646568,Trust,Primary,99,4,3,Yes,No,Yes,93,0.72,2025-12-16
2956,Vijaya Heart Foundation - Vijaya Hospital,Tamil Nadu,Chennai,Chennai,13.054729,80.2110462,Private,Tertiary,1025,207,132,Yes,No,Yes,35,0.53,2025-12-16
2957,Santosh Hospital Pvt Ltd,Tamil Nadu,Chennai,Chennai,12.995229,80.2691898,Private,Primary,43,1,0,Yes,Yes,No,63,0.54,2025-12-16
2958,"Dr.Agarwal's Eye Hospital Ltd., Anna Nagar",Tamil Nadu,Chennai,Chennai,13.0847414,80.2219681,Trust,Primary,69,1,0,Yes,Yes,No,32,0.85,2025-12-16
2959,Athipathi Hospital and Research Centre,Tamil Nadu,Chennai,Chennai,12.9762711,80.2222002,Trust,Secondary,341,27,22,Yes,Yes,Yes,37,0.3,2025-12-16
2960,Girishwari Hospital Pvt Ltd,Tamil Nadu,Chennai,Chennai,13.0349787,80.2519137,Government,Secondary,355,29,18,Yes,Yes,Yes,33,0.31,2025-12-16
2961,Sri Kumaran Multi Speciality Hospital,Tamil Nadu,Chennai,Chennai,13.1152895,80.2923614,Private,Primary,89,2,1,Yes,No,No,63,0.5,2025-12-16
2962,Dr. K Ravi Eye Care,Tamil Nadu,Chennai,Chennai,13.0407013,80.2618016,Trust,Secondary,250,24,17,Yes,No,No,34,0.9,2025-12-16
2963,Madras Ent Research Foundation,Tamil Nadu,Chennai,Chennai,13.0268688,80.2541439,Trust,Tertiary,935,204,149,Yes,Yes,Yes,30,0.84,2025-12-16
2964,Dr. Mohans Mv Diabetes Specialities Centre - Chennai,Tamil Nadu,Chennai,Chennai,13.0541946,80.257671,Government,Primary,76,2,1,Yes,No,Yes,90,0.59,2025-12-16
2965,Chettinad Super Speciality Hospital,Tamil Nadu,Chennai,Chennai,12.9109406,80.228211,Government,Secondary,388,45,32,Yes,Yes,No,65,0.52,2025-12-16
2966,Lifeline Rigid Hospital,Tamil Nadu,Chennai,Chennai,13.0780204,80.2336988,Private,Primary,69,2,1,No,No,Yes,40,0.33,2025-12-16
2967,Dr. Seshiah Diabetes Research Institute and Dr. Balaji Diabetes Care Centre,Tamil Nadu,Chennai,Chennai,13.0748591,80.2299839,Trust,Secondary,350,41,29,Yes,Yes,Yes,62,0.49,2025-12-16
2968,Dr.Kamakshi Memorial Hospital,Tamil Nadu,Chennai,Chennai,13.0022187,80.2520867,Private,Primary,33,1,0,No,No,No,78,0.79,2025-12-16
2969,Dr.Duraiswami Eye Hospital,Tamil Nadu,Chennai,Chennai,13.034051,80.2279374,Trust,Primary,96,2,1,No,Yes,Yes,40,0.32,2025-12-16
2970,Dr.Agarwals Eye Hospital - Velacherry,Tamil Nadu,Chennai,Chennai,12.9832366,80.217509,Trust,Tertiary,1032,200,158,Yes,No,Yes,46,0.15,2025-12-16
2971,"Dr.Agarwal's Eye Hospital Ltd, Nanganallur",Tamil Nadu,Chennai,Chennai,12.9827844,80.1891661,Trust,Primary,30,1,0,Yes,No,No,70,0.18,2025-12-16
2972,Dr. Udhaya Rajas Dental Centre,Tamil Nadu,Chennai,Chennai,13.0465492,80.2422899,Trust,Tertiary,688,165,124,No,Yes,Yes,73,0.55,2025-12-16
2973,Sri Bala Nursing Home,Tamil Nadu,Chennai,Chennai,13.1183119,80.2318051,Private,Primary,59,1,0,Yes,Yes,No,37,0.74,2025-12-16
2974,Lakshmi Hospital,Tamil Nadu,Chennai,Chennai,13.0314888,80.2218689,Trust,Primary,36,0,0,No,Yes,No,37,0.18,2025-12-16
2975,Nanthini Hospital,Tamil Nadu,Chennai,Chennai,12.9326457,80.2320063,Private,Secondary,337,34,27,Yes,No,Yes,30,0.99,2025-12-16
2976,Bharathirajaa Hospital and Research centre,Tamil Nadu,Chennai,Chennai,13.0480981,80.245015,Trust,Primary,56,1,0,No,No,No,45,0.18,2025-12-16
2977,Bethany Health Care Centre,Tamil Nadu,Chennai,Chennai,13.0699812,80.2444142,Government,Tertiary,1045,158,117,Yes,No,Yes,83,0.13,2025-12-16
2978,Bhagwan Mahaveer Eye Hospital,Tamil Nadu,Chennai,Chennai,13.1105084,80.2917197,Trust,Secondary,363,31,19,Yes,Yes,Yes,59,0.62,2025-12-16
2979,Bharath Hospital,Tamil Nadu,Chennai,Chennai,12.9823277,80.1937835,Private,Primary,66,2,1,Yes,Yes,No,48,0.81,2025-12-16
2980,Trinity Acute Care Hospital - Chennai,Tamil Nadu,Chennai,Chennai,13.0382607,80.2582785,Trust,Primary,48,2,1,No,No,Yes,91,0.94,2025-12-16
2981,Balakrishna Eye Hospital,Tamil Nadu,Chennai,Chennai,13.0274436,80.2269866,Government,Primary,61,1,0,No,No,Yes,74,0.26,2025-12-16
2982,B.S.S. Hospital,Tamil Nadu,Chennai,Chennai,13.026013,80.2655232,Trust,Primary,73,2,1,Yes,Yes,No,38,0.63,2025-12-16
2983,B.R.S. Hospital Pvt. Ltd.,Tamil Nadu,Chennai,Chennai,13.0519442,80.2454831,Private,Secondary,325,28,23,No,No,No,60,0.33,2025-12-16
2984,Harvey Healthcare Limited,Tamil Nadu,Chennai,Chennai,13.037303,80.2558136,Government,Tertiary,813,166,119,No,No,Yes,51,0.2,2025-12-16
2985,Chitra's Ent Laser Hospital,Tamil Nadu,Chennai,Chennai,13.0518247,80.2476483,Trust,Primary,79,2,1,No,No,Yes,35,0.19,2025-12-16
2986,Kottakkal Arya Vaidya Sala,Tamil Nadu,Chennai,Chennai,13.0395483,80.2313016,Trust,Tertiary,652,121,93,No,No,No,78,0.37,2025-12-16
2987,Je Nesam Hospital,Tamil Nadu,Chennai,Chennai,13.0405732,80.2146873,Private,Primary,47,2,1,No,No,Yes,50,0.32,2025-12-16
2988,Chennai Meenakshi Multispeciality Hospital Ltd,Tamil Nadu,Chennai,Chennai,13.0376198,80.2619625,Private,Tertiary,1037,206,139,Yes,Yes,Yes,56,0.85,2025-12-16
2989,Chennai Skin Foundation and Yesudian Research Institute,Tamil Nadu,Chennai,Chennai,13.0210394,80.2592924,Government,Primary,68,2,1,Yes,No,Yes,67,0.68,2025-12-16
2990,Dr.Mu.Va.Hospital,Tamil Nadu,Chennai,Chennai,13.0743327,80.228278,Trust,Secondary,280,33,22,No,Yes,Yes,42,0.91,2025-12-16
2991,Mysaan Hospital,Tamil Nadu,Chennai,Chennai,13.0641326,80.2705644,Private,Primary,68,2,1,No,Yes,No,85,0.49,2025-12-16
2992,V H M Hospitals Pvt Ltd,Tamil Nadu,Chennai,Chennai,13.0462892,80.1979979,Private,Secondary,399,34,23,Yes,Yes,Yes,79,0.62,2025-12-16
2993,Robin and Robin Health Care,Tamil Nadu,Chennai,Chennai,13.0807741,80.1989025,Government,Secondary,388,35,28,No,Yes,No,93,0.79,2025-12-16
2994,West Madras Medical Centre,Tamil Nadu,Chennai,Chennai,13.0850496,80.215956,Trust,Primary,61,1,0,No,No,Yes,40,0.64,2025-12-16
2995,"Kauvery Hospital, Chennai",Tamil Nadu,Chennai,Chennai,13.0390564,80.2568208,Private,Secondary,372,38,31,No,No,No,35,0.96,2025-12-16
2996,Rathi Med Speciality Hospital,Tamil Nadu,Chennai,Chennai,13.0916495,80.2179844,Private,Primary,100,4,3,No,Yes,No,92,0.85,2025-12-16
2997,Santhi Hospital,Tamil Nadu,Chennai,Chennai,12.9507835,80.255186,Trust,Tertiary,504,110,73,No,No,No,47,0.66,2025-12-16
2998,Sunder Eye Hospital,Tamil Nadu,Chennai,Chennai,13.08497,80.2159721,Private,Secondary,114,11,9,Yes,Yes,Yes,60,0.63,2025-12-16
2999,Laksha Hospital,Tamil Nadu,Chennai,Chennai,13.0435469,80.2636349,Government,Tertiary,591,140,99,No,Yes,Yes,57,0.78,2025-12-16
3000,Narayanaa Hospital,Tamil Nadu,Chennai,Chennai,13.0893773,80.2547595,Government,Primary,78,1,0,No,Yes,Yes,73,0.43,2025-12-16
3001,Janamma Hospital,Tamil Nadu,Chennai,Chennai,13.0269457,80.2623196,Government,Primary,40,1,0,No,No,No,31,0.81,2025-12-16
3002,"Noble Hospital, Chennai",Tamil Nadu,Chennai,Chennai,13.0821536,80.253244,Government,Primary,38,1,0,No,No,Yes,69,0.88,2025-12-16
3003,"J.K. Hospital, Chennai",Tamil Nadu,Chennai,Chennai,13.1354513,80.2934799,Government,Tertiary,1090,224,148,No,No,No,87,0.6,2025-12-16
3004,Indira Eye Hospital,Tamil Nadu,Chennai,Chennai,13.0222055,80.2622388,Government,Primary,66,2,1,Yes,Yes,Yes,48,0.52,2025-12-16
3005,Indian Hospitals,Tamil Nadu,Chennai,Chennai,13.0766658,80.2057502,Government,Tertiary,872,152,111,Yes,No,No,55,0.24,2025-12-16
3006,Diabetes Research Centre and M.V.Hospital For Diabetes,Tamil Nadu,Chennai,Chennai,13.1119458,80.2952072,Government,Primary,41,1,0,No,Yes,No,77,0.49,2025-12-16
3007,"Vasan Eye Care Hospital, Neelankarai",Tamil Nadu,Chennai,Chennai,12.9504267,80.2551001,Private,Primary,88,3,2,Yes,Yes,No,55,0.73,2025-12-16
3008,Apollo First Medical Foundation,Tamil Nadu,Chennai,Chennai,13.0776912,80.2459216,Trust,Tertiary,891,160,101,No,No,Yes,45,0.9,2025-12-16
3009,Josephs Nursing Home,Tamil Nadu,Chennai,Chennai,13.0739408,80.2357346,Trust,Tertiary,1111,211,156,No,No,No,95,0.85,2025-12-16
3010,Jayam Polyclinc,Tamil Nadu,Chennai,Chennai,12.9958562,80.2603345,Trust,Tertiary,914,157,131,Yes,No,No,76,0.22,2025-12-16
3011,Jayadev Polyclinic Hospital,Tamil Nadu,Chennai,Chennai,13.0778545,80.2415295,Government,Secondary,373,41,26,Yes,Yes,No,93,0.48,2025-12-16
3012,Kummaran Eye Speciality Centre,Tamil Nadu,Chennai,Chennai,13.0600349,80.2302911,Trust,Secondary,100,9,5,Yes,Yes,No,95,0.66,2025-12-16
3013,Kvt Health Centre,Tamil Nadu,Chennai,Chennai,13.1282303,80.2421558,Government,Secondary,275,32,20,No,Yes,Yes,86,0.17,2025-12-16
3015,Premier Health Center,Tamil Nadu,Chennai,Chennai,13.0842489,80.220851,Government,Tertiary,718,159,102,No,Yes,No,65,0.38,2025-12-16
3016,Vasantha Subramanian Hospitals Pvt Ltd,Tamil Nadu,Chennai,Chennai,13.0731975,80.2527237,Government,Tertiary,452,79,63,Yes,Yes,No,82,0.99,2025-12-16
3017,"Vasan Eye Care Hospital, Tondiarpet",Tamil Nadu,Chennai,Chennai,13.1109009,80.2812195,Private,Secondary,282,23,16,No,No,No,82,0.76,2025-12-16
3018,Madras Poly Clinic and R.R. Scan,Tamil Nadu,Chennai,Chennai,13.0461063,80.2220044,Trust,Primary,52,1,0,No,No,Yes,85,0.85,2025-12-16
3019,Life Medhospital,Tamil Nadu,Chennai,Chennai,13.0535505,80.2576911,Government,Tertiary,669,156,107,No,No,No,54,0.77,2025-12-16
3020,"K.M. Hospitals, Chennai",Tamil Nadu,Chennai,Chennai,13.0884107,80.2421169,Private,Tertiary,513,103,85,No,No,No,75,0.12,2025-12-16
3021,Zubeda Hospitals Ltd.,Tamil Nadu,Chennai,Chennai,13.0741955,80.2357775,Trust,Tertiary,505,80,61,No,No,No,70,0.65,2025-12-16
3022,RR Multispeciality Hospital,Tamil Nadu,Chennai,Chennai,13.0584745,80.2740124,Private,Secondary,383,36,30,No,Yes,No,61,0.34,2025-12-16
3023,Dr.Manju Kulkarni Hospital,Tamil Nadu,Chennai,Chennai,13.0743836,80.2367672,Government,Primary,67,1,0,No,Yes,Yes,92,0.6,2025-12-16
3024,S.V. Bone And Joint Hospital,Tamil Nadu,Chennai,Chennai,13.0473239,80.2241461,Government,Secondary,155,16,10,Yes,Yes,Yes,89,0.67,2025-12-16
3025,Sri Eshodha Hospital,Tamil Nadu,Chennai,Chennai,13.0981213,80.2362643,Government,Tertiary,551,99,75,No,Yes,No,40,0.6,2025-12-16
3026,Srichakara Multispeciality Hospital,Tamil Nadu,Chennai,Chennai,12.97853,80.1851381,Trust,Tertiary,671,164,134,No,Yes,Yes,94,0.18,2025-12-16
3027,Abhijay Hospital,Tamil Nadu,Chennai,Chennai,13.1160177,80.2328438,Government,Primary,88,1,0,No,No,Yes,93,0.67,2025-12-16
3028,"Sinus And Nose Hospital - Mylapore, Chennai",Tamil Nadu,Chennai,Chennai,13.0350623,80.2778479,Private,Primary,30,0,0,Yes,Yes,Yes,47,0.29,2025-12-16
3029,Sibi Hospital,Tamil Nadu,Chennai,Chennai,12.9697917,80.1904562,Trust,Tertiary,929,176,108,No,No,No,44,0.7,2025-12-16
3030,Sri Venkateshwara`s C.M. Hospital,Tamil Nadu,Chennai,Chennai,12.9857914,80.185987,Trust,Tertiary,569,93,56,Yes,Yes,Yes,71,0.7,2025-12-16
3031,Srinivas Priya Hospital (P) Ltd,Tamil Nadu,Chennai,Chennai,13.1100467,80.2466847,Government,Tertiary,726,122,83,No,Yes,No,70,0.28,2025-12-16
3032,"M.R. Hospital, Chennai",Tamil Nadu,Chennai,Chennai,13.0725279,80.2195783,Government,Secondary,235,27,16,No,No,Yes,44,0.4,2025-12-16
3033,M. N. Orthopaedic Hospital,Tamil Nadu,Chennai,Chennai,13.0810328,80.2336653,Government,Primary,65,2,1,Yes,Yes,Yes,57,0.88,2025-12-16
3034,M V Hospital For Diabetes Pvt Ltd,Tamil Nadu,Chennai,Chennai,13.1121574,80.2956927,Private,Tertiary,896,169,134,No,No,No,48,0.85,2025-12-16
3035,M N Eye Hospital,Tamil Nadu,Chennai,Chennai,12.996767,80.2603599,Private,Primary,60,2,1,No,No,Yes,65,0.16,2025-12-16
3036,"A.V. Hospital, Chennai",Tamil Nadu,Chennai,Chennai,13.1170802,80.2864189,Private,Secondary,255,20,13,No,No,No,35,0.61,2025-12-16
3037,N.R. Hospital,Tamil Nadu,Chennai,Chennai,13.1122162,80.2309737,Trust,Primary,38,1,0,No,Yes,No,41,0.55,2025-12-16
3038,N.R. Medical Home Private Limited,Tamil Nadu,Chennai,Chennai,13.0965878,80.2597135,Government,Secondary,199,17,13,No,No,No,91,0.62,2025-12-16
3039,Nagamani Hospitals Private Limited,Tamil Nadu,Chennai,Chennai,13.117412,80.289427,Private,Tertiary,486,100,63,No,No,Yes,91,1.0,2025-12-16
3040,Nalamm Hospital Pvt Ltd,Tamil Nadu,Chennai,Chennai,13.1184216,80.2610184,Trust,Secondary,282,25,19,No,Yes,Yes,75,0.12,2025-12-16
3041,Nandalala Medical Foundation,Tamil Nadu,Chennai,Chennai,13.0328516,80.2615173,Government,Primary,39,1,0,No,No,No,34,0.79,2025-12-16
3042,Sri Kumaran Health Centre,Tamil Nadu,Chennai,Chennai,13.1308907,80.2138799,Government,Secondary,360,33,21,Yes,Yes,Yes,89,0.38,2025-12-16
3043,Nandhini Hospital,Tamil Nadu,Chennai,Chennai,12.9784706,80.2247932,Private,Primary,78,3,1,No,No,Yes,34,0.53,2025-12-16
3044,Navasuja Sankara Nethralaya,Tamil Nadu,Chennai,Chennai,13.0265108,80.2607878,Private,Primary,42,0,0,Yes,No,No,35,0.73,2025-12-16
3045,Neomed Hospital - Chennai,Tamil Nadu,Chennai,Chennai,13.083452,80.2030747,Trust,Tertiary,999,162,116,No,No,Yes,54,0.13,2025-12-16
3046,"New Balaji Hospital, Chennai",Tamil Nadu,Chennai,Chennai,13.0316469,80.2311185,Private,Secondary,230,22,13,No,No,No,46,0.42,2025-12-16
3047,New Hope Indian Specilaity Hospital,Tamil Nadu,Chennai,Chennai,13.0777579,80.2414826,Government,Primary,39,1,0,No,No,No,94,0.27,2025-12-16
3048,New Hope Medical Centre Pvt. Ltd,Tamil Nadu,Chennai,Chennai,13.0776821,80.2415201,Trust,Tertiary,1144,255,197,Yes,Yes,No,49,0.4,2025-12-16
3049,Nichani Health Centre,Tamil Nadu,Chennai,Chennai,13.111251,80.2940284,Private,Secondary,259,21,16,Yes,No,No,52,0.86,2025-12-16
3050,Orthopedic and Specialities Hospital,Tamil Nadu,Chennai,Chennai,13.0390564,80.2086724,Government,Primary,62,2,1,Yes,Yes,Yes,93,0.14,2025-12-16
3051,Padmapriya Hospital Pvt. Ltd.,Tamil Nadu,Chennai,Chennai,12.9996223,80.2537027,Trust,Tertiary,1063,249,157,Yes,No,Yes,62,0.13,2025-12-16
3052,Palani Balaji Fertility Centre,Tamil Nadu,Chennai,Chennai,13.0122123,80.2235084,Government,Tertiary,646,99,62,Yes,Yes,No,65,0.53,2025-12-16
3053,Pallava Hospital,Tamil Nadu,Chennai,Chennai,13.0420391,80.2126005,Trust,Secondary,369,33,22,No,Yes,No,52,0.43,2025-12-16
3054,Pankajam Memorial Hospital,Tamil Nadu,Chennai,Chennai,12.9801472,80.1835965,Private,Tertiary,794,149,108,No,Yes,No,71,0.91,2025-12-16
3055,Apollo Childrens Hospital,Tamil Nadu,Chennai,Chennai,13.060131,80.2523656,Private,Tertiary,689,107,65,Yes,No,No,76,0.77,2025-12-16
3056,Anuradha Maternity Centre,Tamil Nadu,Chennai,Chennai,13.0356881,80.2337551,Government,Primary,98,3,2,No,Yes,Yes,92,0.48,2025-12-16
3057,Shri Balaji Hospital - Chennai,Tamil Nadu,Chennai,Chennai,13.0919709,80.2511633,Government,Secondary,246,26,19,Yes,No,Yes,36,0.65,2025-12-16
3058,Tamil Nadu Urological Research Centre,Tamil Nadu,Chennai,Chennai,13.0710341,80.222632,Trust,Secondary,156,15,11,Yes,Yes,No,57,0.48,2025-12-16
3059,Thirimoorthys Heart Care Hospital,Tamil Nadu,Chennai,Chennai,12.9673347,80.1867983,Government,Secondary,250,26,19,Yes,No,Yes,60,0.58,2025-12-16
3060,"Thulasi Krishna Nursing Home, Kodambakkam",Tamil Nadu,Chennai,Chennai,13.0517176,80.2300054,Government,Primary,84,1,0,Yes,Yes,No,55,0.38,2025-12-16
3061,Dr. Agarwal's Eye Hospital,Tamil Nadu,Chennai,Chennai,13.074266,80.2382156,Trust,Primary,84,1,0,Yes,No,No,34,0.41,2025-12-16
3062,Selvarangam Hospital,Tamil Nadu,Chennai,Chennai,13.0850183,80.2244673,Trust,Primary,66,1,0,No,Yes,No,77,0.47,2025-12-16
